sentiment,content
neutral,@BBL0ve lmaoo me too  &amp; omg thank you 8-| he does need to act his damn age. I'd be ashamed if he was my damn grandpa 8-|.
neutral,@davejmatthews @slessard just wanna be there tonight
0,@JoyVBehar Iï¿½m sorry for that
neutral,hahah ive got ginger hair nao
neutral,"So anyone looking for a vinyl-clad playset with a 30 year mfr warranty? 3 slides, 4 swing slots, rock climbing wall, more! Amish built!"
neutral,"@taylorswift13 , finally, someone spreading the Hayley Love via Twitter. Welcome to the club, Taylor."
neutral,is over it.  http://plurk.com/p/rp5np
0,notthebest weekend....but oh well....I have a right to be sad
neutral,Packing up my desk
neutral,Get: &quot;Fightstar - Mercury Summer&quot; here: http://tinyurl.com/dbm4n6 from: http://tinyurl.com/cnkhev  #musicmonday #freemusic
0,Prodigiy and The Crystal Method tomorrow for USC Birthday party and I have to work  first time I miss the Crystal Method. SAD!
neutral,is drawing a picture for her bubba
neutral,@atownbrown08 you cooould say that
neutral,Om Nom Nom RICE PUDDING!
0,The sun is not cool
0,@roshnimo yup .. sad eh .. Betty man .. it should have been betty
neutral,@andcasey lol we should start a group lol the slut sisters
0,will be practicing my smile today-it's gunna be BIG!
neutral,@skagod69 one of the usual 2.
neutral,had a great night
neutral,castlebar doesnt have 3d so im going to galway to see the jb 3d movie but that could be next week or the one after that
neutral,hiccups
neutral,I hate today.
0,"Recession hit Veronique Branquinho, she has to quit her company, such a shame!"
neutral,I am using an on-screen keyboard
0,Soooo bummed I'm missing the blockparty again! Haven't been able to get the app to listen on my iPhone!!
neutral,wish I was at #eurodjangocon
0,@One_Bloody_Poet  Bad friends! Sorry to hear that.
0,is still missing her husband.    I really want him home.
neutral,@tonysarti is it in crowntown? i think i may just meet you there? let me get ready and ill let you know
neutral,Search Ryan Cabrera &amp; Josh Kelley  They're really good
neutral,@kimberlinax3 oh kimmy really?  I give you one week from when you get home to hangout with me. I better get to see you. &lt;3
neutral,"Dreaming of bacon waffles, with fresh butter and maple syrup and brewed coffee..."
0,Tv arrived but can't play cos have to go to stupid work
0,Is going to sleep not peaceful  wanted to hear him say Good Night but that didn't happen  Good Night everyone....
neutral,@ashleepham: just the dinner
0,"@Dap23 ohh, i'm watching my best friend's wedding. it's so sad.."
neutral,Getting ready for the theatre but I don't seem to like any of my clothes at the moment  I Might just wear what I've been wearing all day..
neutral,"..the weather may makes it, cause temp fell down to 15C from 30C which were yesterday  ..."
neutral,@whatswhat_sian lol. I don't have the benefit of Sky+ and hubbie was watching them so had to sit thru it.
neutral,loggade visst min 400e cache i lï¿½rdags!
neutral,@liz920 I would notice...
0,I wish I could go to the Love Music Hate Racism gig this weekend   I'm not in the right part of the world even
0,lost my DC hat ..
neutral,don't forget to call (your) Mom tomorrow
neutral,@jlsears poker face
neutral,"I just slept that entire flight, and woke up to the fact that the girl beside me had been watching Chitty Chitty Bang Bang!"
neutral,"Good morning  I don't think it has stopped raining once for the past three days or so, but who cares?"
0,@Jenfidel Thanks I decided to just give up on my old HQ and go with this account. Scoundrels won
0,"stupid rain, now our picnic is cancelled till tomorrow"
0,@judyrey  The link doesn't work
0,Okay gots to go and now for the first time since it started will miss the Block Party on @retrorewind
0,"having the flu, not the swinish-one, but the flu."
0,bad hair day
0,today we say goodbye to the second good friend in a week from dmp  but at least the sun is shinning and I'm definately NOT working this pm
0,@katieeeian143 you're missing the devil wears prada!!!!! sad...
neutral,@RQOCJD if they try ill hack into the mainframe of the internet database and unban them!!!it may take a while but I WILL!...im high
0,@hollywoodtv just a question.. are you guys liek famous or anything ? haha and MILEY FOLLOWED YOU LUCKKYY ! im so jealous
neutral,hampa hatiku
neutral,"uup  morning, off to school. see ya xxx"
neutral,"Photovia novusnovendo) ï¿½o_0ï¿½*giggles*ï¿½who am i kidding? heï¿½s probably gay  but def my type, hey now! http://tumblr.com/x2k1wgbpm"
0,"School is going to be absolutely horrible today. Peace out, '09"
0,"@Tracybelle I'd hang with you, but... Tennessee."
neutral,@iankintzle Come visit Iowa. k?
0,have to put my dog down tomorrow.
neutral,@charavel @Zyote morning guys!
neutral,@__Jazz__  nope. Back to 8weeks .... *sigh*
0,My eyes hurt.
0,"i just saw a baby dove fall from a tree, break its neck and die  i tried to save it and couldnt. what a cruel world"
0,I sometimes feel like the only person in the world without an iphone
neutral,wee. done with advance audit paper
neutral,Listening to Yultron!!
0,in desperate need of some tweets to cheer me up
neutral,"Ooh, exciting! It's new mac day"
neutral,@katevoegele WIsh they were in Toronto  Will you be coming back here soon?
neutral,@thecreativeone I second that. I wish it rained more where I am
neutral,@runanskyrun I'd rather do the early run..but I am a morning runner
neutral,"I told Taylor I wanted to punch a baby, because I'm in so much pain and her response was &quot;what baby?&quot;. I love my family."
neutral,Checkin out what new on Twitter
neutral,"@patricklanglois http://twitpic.com/4w52z - hope you're having loads of fun!  i love and miss you all, boys."
neutral,gahh!! i'm so tired right now.
0,Good Morning Folks 13 more days to go! and sadly 2 more days of the Giro  but that means the Tour is not too far away
neutral,@dhempe @roadrippersid http://twitter.com/friends?page=20 press previous on that page.
neutral,@GENeralization Damn I come from Las Vegas suburbia. Its hard for me to connect with ppls
neutral,Going to get a pedicure and the to CPK for lunch
0,i think june gloom has arrived
neutral,"@terbear59 yes the new one, I adore both though  who doesn't love Vincent!!!"
neutral,Please visit http://vzerohost.com/info and sign up to alpha test a image hosting service!
0,@SweetHomeBirth  link isn't working
0,"@JerryAZ most definately! They are having a hard time, cuz I'm so young &amp; never saw this, but I wrkd hard making cars &amp; now I'm disabled"
0,"excited to see &quot;UP&quot; for Logan's Birthday in 2 weeks. Sad he wont have a party bc he doesn't know any kids, tho."
neutral,Well on a normal day I'd already be done with work...Unfortunately this is not a normal day. Which means I'll be in the office till late.
neutral,So full from a great lunch and now stuck in traffic
0,@KellyOlexa my monday starts on friday  but @ least I only work 4 days a week (long days)
neutral,Happy Mother's Day ~ and for single dads who plays both mom and dad role enjoy your day too
0,i've become one of those pathetic girls that feel lonely without their boyfriends hahaha i miss josey already!!
0,@materialistic i know i suck.  my data plan is weak sauce.
0,"uploading photos. ughhhh, i have to go to school early tomorrow. fml. but woo excursion. i win"
neutral,@nkangel74 Just ignore it.....and get sum rest...get rid of that headache
neutral,my phone still doesnt tweet
neutral,http://xkcd.com/577/ - today's xkcd  Looking forward to daily updates this week!
0,@jessereed did u watch the day the earth stood still? did u not see my bye when u got d/c...  im sad i left 2 and now ur gone  ily&lt;333
neutral,walked home in the rain.
neutral,Live TV coming to the XBox 360.  But only if you live in the UK.  http://tinyurl.com/kq47ah
0,@NellaGrl ...being lonely all the time.
0,Back to reality... boo
0,@mitchelmusso i can't call you cause my portable sais that this number not excist  i want so much to talk to you
neutral,"HEY! I didn't get my comlementary cherry flavored lip gloss this time, not cool"
neutral,"@Bunny90san ooo... No I believe they've all closed down, even the ones at the airport"
0,@drumstickboy I also used to be close with adiel and sabby. But now they changed alot. I like when we were in sec 1.
0,Have been rolling on the bed for the past 2 hours ... Still unable to sleep
0,can't wait to see marco later; not feeling my best
0,"Dagnamit, latest power twitter update is pants - no clickable links"
neutral,Just joined a twibe. Visit http://twibes.com/spinning to join -- not a spinner myself but do KNOW and RESPECT spinners   ...need coffee
neutral,"Now watching ZDF Fernsehgarten. Its so great that Andrea is back, at last"
neutral,@alperdotr i got bored   lunch time?
0,follow friday: following more people then followers  follow me? woot #followfriday
neutral,it always rains right after i get my car washed
neutral,"@unclelarko not sure I like this way to learn a new language  I prefer to be &quot;on location&quot;, so I can practice, ask Qs and get answers"
neutral,"Playing at THE HAVEN tonight with Cassandra Wilcox, Patrick Bell, Ben Bloss, &amp; Bucket of Nails! Doors are at 8pm. 21+: $6, Under 21: $8!"
0,@Anjeebaby Snap. I'm the same with any reality show. Watch the first and I'm hooked   Very sad
0,RIP to officer Edwards. May GOD continue to bless his family. What's up wit cops killing cops. Seen the same thing happen on &quot;The WIRE&quot;.
neutral,"@jimmymarsh617 Just wanted to let you know, that I just heard &quot; I Don't Give a F&amp;@k&quot; on the @RetroRewind online radio program..."
0,Baby just left  gonna get ready (again) and I'm leavin'  Chilis = Full -_-
neutral,is needing to make a new video
0,http://twitpic.com/67hvr - This picture is from last year freshman year how I miss thos days
0,not feeling too great today
0,@jennwadsworth So sad that schools have to close.
0,got paid nowhere near as much as she thought she would
neutral,@TweetNewz Good prices for bulk SMS and Premium SMS too  http://promotion.itagg.com
neutral,Good morning tweeps! I have a feeling I won't be oversleeping now that Gracie is around.  She pounced on my head and woke me up at 7am.
neutral,little miss ugly
neutral,At anthony's for prom.
neutral,Sachie: YNA DOESN'T KNOW OUR PASSWORD YET
0,@cacaubrazil that's not great  guy related??
neutral,"You know... time was, you could look at a Web page's source code and figure out how it worked. Now it takes a lot more effort."
neutral,off to work for the day
0,@OnyXx_B all the shows are sold out  so I have to wait til tomorrow or sunday...
neutral,"@inesperado Glad to hear you'll have your 1st tournament soon. As KSN says, &quot;We need more practice!&quot;"
neutral,@lovelylisaj can you give me the link for the kimba diaries please?
neutral,@accidbrrittanny lol hey
neutral,"Ugh im so tired and i hardly did anything but play with my niece, Im goin to bed Goodnight eveyone! &lt;3"
neutral,"my littelist fish, udon, is dearly departed"
0,@thomasfiss hahaha now ur gonna tweet.... I awoke to 67 the other night haha Man the concerts here suck. Cali's da place 2 be
0,@mixxxonn we watched the today show(: we didnt see you though
neutral,Hasta maï¿½ana twitters
neutral,I'm not gonna be here when the new Transformers comes out.... i'll be in Colombia
0,"is upset, I left my phone at home again"
0,Jenny fell asleep and didn't come over
neutral,didn't know the statue in the Venetian was a real man and screamed so loud everyone laughed
neutral,@McFreak_ Truetrue  But he's not! xD
neutral,I am following Mya
neutral,round 2
0,@keithjoforever why are you so angry keith...  whats up...
neutral,@JennyGnow It is sad... I feel bad when I hear it. They look like mid 30's. It's like something u wld see on lifetime
0,"@BodyWisdomInc sorry I missed you @pcharityclassic. Saw you across the way, I was busy taking pix-abt 4:15 came to meet U-but U were gone"
